Seccion,Municipio,Nominal_2021,Proyeccion_Nominal_2027,Morena_2021,Oposicion_2021,Participacion_2021_Pct,Votos_Esperados_Totales_2027,Votos_Necesarios_50_Mas_1_2027,Clasificacion,Coordinador_Estatal,Coordinador_Distrital,Coordinador_Municipal,Coordinadores_De_Brigada_Requeridos,Brigadistas_Requeridos,Coordinadores_Seccionales_Requeridos,Protagonistas_Movilizadores_Requeridos,Votos_Nivel_1_Requeridos
1324,General Plutarco Elias Calles,1912,1795,541,213,48.5%,870,436,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal General Plutarco Elias Calles,1,1,5,44,436
1325,General Plutarco Elias Calles,1451,1305,221,283,39.7%,518,260,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal General Plutarco Elias Calles,1,1,3,26,260
1326,General Plutarco Elias Calles,1983,2074,616,231,50.3%,1043,522,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal General Plutarco Elias Calles,1,2,6,53,522
1327,General Plutarco Elias Calles,773,745,248,135,55.5%,413,207,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal General Plutarco Elias Calles,1,1,3,21,207
1328,General Plutarco Elias Calles,361,451,296,186,147.9%,667,334,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal General Plutarco Elias Calles,1,1,4,34,334
1329,General Plutarco Elias Calles,1171,1074,342,175,50.3%,540,271,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal General Plutarco Elias Calles,1,1,3,28,271
1330,General Plutarco Elias Calles,611,549,176,103,53.5%,293,147,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal General Plutarco Elias Calles,1,1,2,15,147
1331,Benito Juarez,636,698,304,139,75.2%,524,263,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Benito Juarez,1,1,3,27,263
1332,Hermosillo,18740,23425,2407,1221,21.0%,4921,2461,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,5,25,247,2461
1333,Hermosillo,2280,2850,474,855,61.6%,1756,879,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,2,9,88,879
1334,Hermosillo,1413,1626,314,205,42.0%,683,342,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,4,35,342
1335,Hermosillo,1628,2035,355,240,40.7%,828,415,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,5,42,415
1336,Hermosillo,1573,1894,333,224,39.2%,742,372,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,4,38,372
1337,Hermosillo,1267,1395,218,85,27.2%,378,190,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,2,19,190
1338,Hermosillo,1655,1669,320,152,31.7%,528,265,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,27,265
1339,Hermosillo,1631,1830,352,139,32.8%,600,301,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,4,31,301
1340,Hermosillo,1482,1493,296,134,31.2%,465,233,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,3,24,233
1341,Hermosillo,1209,1280,269,155,39.2%,501,251,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,26,251
1342,Hermosillo,1244,1293,282,200,43.4%,561,281,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,29,281
1343,Hermosillo,2496,3120,581,357,41.2%,1285,643,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,2,7,65,643
1344,Hermosillo,1274,1435,266,231,43.9%,629,315,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,4,32,315
1345,Hermosillo,1080,1134,243,135,38.3%,434,218,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,22,218
1346,Hermosillo,1912,2390,348,340,39.0%,931,466,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,5,47,466
1347,Hermosillo,1008,1035,230,110,38.0%,393,197,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,20,197
1348,Hermosillo,1226,1183,225,112,30.9%,365,183,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,2,19,183
1349,Hermosillo,1126,1153,230,131,34.7%,400,201,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,21,201
1350,Hermosillo,1253,1141,251,97,31.0%,353,177,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,2,18,177
1351,Hermosillo,1181,1182,12,28,36.0%,425,213,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,3,22,213
1352,Hermosillo,1398,1747,544,131,51.4%,898,450,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,5,45,450
1353,Hermosillo,1304,1314,265,119,33.4%,439,220,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,22,220
1354,Hermosillo,1377,1437,272,104,30.6%,440,221,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,3,23,221
1355,Hermosillo,1540,1483,224,134,26.2%,388,195,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,20,195
1356,Hermosillo,1343,1224,263,97,30.1%,368,185,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,2,19,185
1357,Hermosillo,1302,1378,252,102,29.9%,411,206,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,21,206
1358,Hermosillo,1167,1132,236,95,30.9%,350,176,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,2,18,176
1359,Hermosillo,1290,1379,304,207,45.2%,623,312,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,4,32,312
1360,Hermosillo,1041,1094,270,170,46.6%,509,255,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,3,26,255
1361,Hermosillo,1081,1155,236,268,51.8%,598,300,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,30,300
1362,Altar,505,505,179,84,57.0%,288,145,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal Altar,1,1,2,15,145
1363,Altar,847,847,292,183,60.3%,511,256,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal Altar,1,1,3,26,256
1364,Altar,809,809,260,154,55.5%,449,225,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal Altar,1,1,3,23,225
1365,Altar,711,711,234,137,56.3%,400,201,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal Genérico,Coordinador Municipal Altar,1,1,3,21,201
1366,Pitiquito,810,810,216,152,52.8%,427,214,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Pitiquito,1,1,3,22,214
1367,Pitiquito,854,854,244,227,61.2%,523,262,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal Genérico,Coordinador Municipal Pitiquito,1,1,3,27,262
1368,Nogales,656,656,116,207,55.3%,363,182,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,19,182
1369,Nogales,537,537,116,64,38.5%,207,104,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,11,104
1370,Nogales,783,783,185,76,38.4%,301,151,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,16,151
1371,Nogales,592,592,134,53,33.1%,196,99,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,10,99
1372,Nogales,710,710,170,48,36.1%,256,129,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,13,129
1373,Nogales,1199,1199,226,64,28.1%,337,169,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,17,169
1374,Nogales,409,409,79,31,32.0%,131,66,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,7,66
1375,Nogales,630,630,111,49,27.3%,171,86,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,9,86
1376,Nogales,1232,1232,237,92,30.8%,379,190,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,19,190
1377,Nogales,1537,1537,280,119,29.3%,451,226,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,23,226
1378,Nogales,1349,1349,274,112,32.5%,438,220,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,22,220
1379,Nogales,771,771,177,128,46.8%,361,181,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,19,181
1380,Nogales,553,553,130,92,46.1%,255,128,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,13,128
1381,Nogales,595,595,117,65,34.5%,205,103,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,11,103
1382,Nogales,708,708,102,51,25.0%,177,89,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,9,89
1383,Nogales,531,531,110,51,37.3%,198,100,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,10,100
1384,Nogales,1059,1059,250,104,39.6%,419,210,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,21,210
1385,Nogales,1716,1716,317,153,30.2%,519,260,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,26,260
1386,Nogales,1544,1544,268,164,31.0%,478,240,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,24,240
1387,Nogales,1257,1257,262,88,31.3%,393,197,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,20,197
1388,Nogales,719,719,151,102,38.5%,277,139,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,14,139
1389,Nogales,1058,1058,181,149,38.0%,402,202,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,21,202
1390,Nogales,398,398,100,57,43.0%,171,86,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,9,86
1391,Nogales,806,806,170,116,40.9%,330,166,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,17,166
1392,Nogales,508,508,117,106,49.2%,250,126,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,13,126
1393,Nogales,519,519,109,73,40.1%,208,105,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,11,105
1394,Nogales,546,546,105,98,42.1%,230,116,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,12,116
1395,Nogales,267,267,63,53,50.6%,135,68,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,7,68
1396,Hermosillo,569,569,154,190,65.6%,373,187,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,2,19,187
1397,Hermosillo,796,796,243,264,68.3%,544,273,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,28,273
1398,Hermosillo,1543,1543,416,459,60.8%,937,469,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,5,47,469
1399,Hermosillo,619,619,162,198,63.3%,392,197,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,2,20,197
1400,Hermosillo,1780,1780,390,565,57.4%,1022,512,Competida / Crítica,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,2,6,52,512
1401,Hermosillo,585,585,146,115,48.0%,281,141,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,2,15,141
1402,Hermosillo,944,944,226,136,41.0%,387,194,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,2,20,194
1403,Hermosillo,1864,1864,404,231,36.4%,679,340,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,4,34,340
1404,Hermosillo,1610,1610,355,231,38.9%,626,314,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Norte),1,1,4,32,314
1405,Hermosillo,1982,1982,260,216,27.1%,538,270,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Sur),1,1,3,27,270
1406,Hermosillo,1899,1899,167,104,16.2%,307,154,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,1,2,16,154
1407,Hermosillo,341,341,61,41,32.0%,109,55,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,1,1,6,55
1408,Nogales,1347,1347,159,296,37.7%,508,255,Competida / Crítica,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,3,26,255
1409,Nogales,4961,4961,802,478,29.6%,1468,735,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,8,74,735
1410,Nogales,6374,6374,827,360,20.6%,1310,656,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,2,7,66,656
1411,Nogales,510,510,98,31,29.0%,148,75,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,8,75
1412,Nogales,671,671,106,34,24.3%,163,82,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,9,82
1413,Nogales,554,554,121,30,31.2%,173,87,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,9,87
1414,Nogales,755,755,152,85,37.1%,280,141,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,15,141
1415,Nogales,793,793,135,55,27.6%,219,110,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,11,110
1416,Nogales,1347,1347,248,76,28.1%,379,190,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,19,190
1417,Nogales,654,654,125,63,34.1%,222,112,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,12,112
1418,Nogales,686,686,125,63,32.5%,223,112,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,12,112
1419,Nogales,634,634,88,56,27.1%,172,87,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,9,87
1420,Nogales,757,757,146,46,29.7%,225,113,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,12,113
1421,Nogales,506,506,75,36,27.1%,137,69,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,7,69
1422,Nogales,458,458,77,17,22.7%,104,53,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,6,53
1423,Nogales,396,396,75,34,31.3%,124,63,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,7,63
1424,Nogales,538,538,111,28,30.3%,163,82,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,9,82
1425,Nogales,442,442,95,49,36.7%,162,82,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,9,82
1426,Nogales,296,296,62,30,36.1%,107,54,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,6,54
1427,Nogales,456,456,105,66,41.7%,190,96,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,10,96
1428,Nogales,380,380,63,62,37.9%,144,73,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,8,73
1429,Nogales,715,715,141,68,33.6%,240,121,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,13,121
1430,Nogales,604,604,125,81,41.1%,248,125,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,13,125
1431,Nogales,440,440,88,63,40.7%,179,90,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,9,90
1432,Nogales,736,736,174,90,40.1%,295,148,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,15,148
1433,Nogales,426,426,81,47,34.7%,148,75,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,8,75
1434,Nogales,549,549,110,45,31.7%,174,88,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,9,88
1435,Nogales,413,413,81,47,35.8%,148,75,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,8,75
1436,Nogales,651,651,92,44,23.5%,153,77,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,1,8,77
1437,Nogales,586,586,151,50,38.1%,223,112,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,12,112
1438,Nogales,2754,2754,445,152,24.5%,675,338,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,34,338
1439,Nogales,2405,2405,370,162,25.4%,611,306,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,4,31,306
1440,Nogales,839,839,156,49,27.2%,228,115,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,12,115
1441,Nogales,1535,1535,259,72,24.3%,373,187,Segura / Favorable,Coordinador Estatal 2,Coordinador Distrito Federal 2,Coordinador Municipal Nogales,1,1,2,19,187
1442,Hermosillo,3346,3346,690,625,42.0%,1406,704,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 3,Coordinador Municipal Hermosillo (Este),1,2,8,71,704
1443,Hermosillo,2600,2600,536,447,40.7%,1059,530,Segura / Favorable,Coordinador Estatal 1,Coordinador Distrito Federal 5,Coordinador Municipal Hermosillo (Oeste),1,2,6,53,530
